28.4595,77.0266
28.4600,77.0280
28.4612,77.0305
28.4630,77.0330
28.4655,77.0360
28.4680,77.0400
28.4705,77.0450
28.4730,77.0500
28.4755,77.0550
28.4780,77.0600
28.4805,77.0650
28.4830,77.0700
28.4855,77.0750
28.4880,77.0800
28.4905,77.0850
28.4930,77.0900
28.4955,77.0950
28.4980,77.1000
28.5005,77.1050
28.5030,77.1100
28.5055,77.1150
28.5080,77.1200
28.5105,77.1250
28.5130,77.1300
28.5155,77.1350
28.5180,77.1400
28.5205,77.1450
28.5230,77.1500
28.5255,77.1550
28.5280,77.1600
28.5305,77.1650
28.5330,77.1700
28.5355,77.1750
28.5380,77.1800
28.5405,77.1850
28.5430,77.1900
28.5455,77.1950
28.5480,77.2000
28.5505,77.2050
28.5530,77.2100
28.5555,77.2150
28.5580,77.2200
28.5605,77.2250
28.5630,77.2300
28.5655,77.2350
28.5680,77.2400
28.5705,77.2450
28.5730,77.2500
28.5755,77.2550
28.5780,77.2600
28.5805,77.2650
28.5830,77.2700
28.5855,77.2750
28.5880,77.2800
28.5905,77.2850
28.5930,77.2900
28.5955,77.2950
28.5980,77.3000
28.6005,77.3050
28.6030,77.3100
28.6055,77.3150
28.6080,77.3200
28.6105,77.3250
28.6130,77.3300
28.6155,77.3350
28.6180,77.3400
28.6205,77.3450
28.6230,77.3500
28.6255,77.3550
28.6280,77.3600
28.6305,77.3650
28.6330,77.3700
28.6355,77.3750
28.6380,77.3800
28.6405,77.3850
28.6430,77.3900
28.6455,77.3950
28.6480,77.4000
28.6505,77.4050
28.6530,77.4100
28.6555,77.4150
28.6580,77.4200
28.6605,77.4250
28.6630,77.4300
28.6655,77.4350
28.6680,77.4400
28.6705,77.4450
28.6730,77.4500
28.6755,77.4550
28.6780,77.4600
28.6805,77.4650
28.6830,77.4700
28.6855,77.4750
28.6880,77.4800
28.6905,77.4850
28.6930,77.4900
28.6955,77.4950
28.6980,77.5000
28.7005,77.5050
28.7030,77.5100
28.7055,77.5150
28.7080,77.5200
28.7105,77.5250
28.7130,77.5300
28.7155,77.5350
28.7180,77.5400
28.7205,77.5450
28.7230,77.5500
28.7255,77.5550
28.7280,77.5600
28.7305,77.5650
28.7330,77.5700
28.7355,77.5750
28.7380,77.5800
28.7405,77.5850
28.7430,77.5900
28.7455,77.5950
28.7480,77.6000
